Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"@serratrad @FcoMolina1985 Costa Coffee ja no existeix a Barcelona, i al Sandwichez tenen 2 o 3 opcions de cafè, no s'assembla massa al que fa a Starbucks. Però ja saps que també m'agrada. Em sap greu que et posessin malament el nom, a vegades depèn molt de cada establiment.","  Costa Coffee ja no existeix a Barcelona, i al Sandwichez tenen 2 o 3 opcions de cafè, no s'assembla massa al que fa a Starbucks. Però ja saps que també m'agrada. Em sap greu que et posessin malament el nom, a vegades depèn molt de cada establiment.",  Costa Coffee ja no existeix a Barcelona  i al Sandwichez tenen 2 o 3 opcions de cafè  no s assembla massa al que fa a Starbucks  Però ja saps que també m a rada  Em sap  reu que et posessin malament el nom  a ve ades depèn molt de cada establiment ,  Costa Coffee ja no existeix a Barcelona  i al Sandwichez tenen  o  opcions de caf  no s assembla massa al que fa a Starbucks  Per ja saps que tamb m a rada  Em sap  reu que et posessin malament el nom  a ve ades depn molt de cada establiment ,  Costa Coffee ja no existeix a Barcelona  i al Sandwichez tenen  o  opcions de caf  no s assembla massa al que fa a Starbucks  Per ja saps que tamb m a rada  Em sap  reu que et posessin malament el nom  a ve ades depn molt de cada establiment ,Costa Coffee ja existeix Barcelona al Sandwichez tenen opcions de caf assembla massa al que fa Starbucks Per ja saps que tamb rada Em sap reu que et posessin malament el nom ades depn molt de cada establiment,Costa Coffee ja existeix Barcelona al Sandwichez tenen opcions de caf assembla massa al que fa Starbucks Per ja saps que tamb rada Em sap reu que et posessin malament el nom ades depn molt de cada establiment,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@judittur @FcoMolina1985 Para eso vas al Sandwichez o al Costa Coffee (por poner algunos ejemplos), que los hacen mejores y encima son más baratos. 👀 

Ir al Starbucks se resume en que te pronuncian mal el nombre (la última vez me llamaron ""Cárls"") y en que te sablen xD","  Para eso vas al Sandwichez o al Costa Coffee (por poner algunos ejemplos), que los hacen mejores y encima son más baratos. 👀 

Ir al Starbucks se resume en que te pronuncian mal el nombre (la última vez me llamaron ""Cárls"") y en que te sablen xD",  Para eso vas al Sandwichez o al Costa Coffee  por poner al unos ejemplos   que los hacen mejores y encima son más baratos      Ir al Starbucks se resume en que te pronuncian mal el nombre  la última vez me llamaron  Cárls   y en que te sablen xD,  Para eso vas al Sandwichez o al Costa Coffee  por poner al unos ejemplos   que los hacen mejores y encima son ms baratos      Ir al Starbucks se resume en que te pronuncian mal el nombre  la ltima vez me llamaron  Crls   y en que te sablen xD,  Para eso vas al Sandwichez o al Costa Coffee  por poner al unos ejemplos   que los hacen mejores y encima son ms baratos      Ir al Starbucks se resume en que te pronuncian mal el nombre  la ltima vez me llamaron  Crls   y en que te sablen xD,Para eso vas al Sandwichez al Costa Coffee por poner al unos ejemplos que los hacen mejores encima son ms baratos Ir al Starbucks se resume en que te pronuncian mal el nombre la ltima vez llamaron Crls en que te sablen xD,Para eso vas al Sandwichez al Costa Coffee por poner al unos ejemplos que los hacen mejores encima son ms baratos Ir al Starbucks se resume en que te pronuncian mal el nombre la ltima vez llamaron Crls en que te sablen xD,0.0,0.0,positive,0.0,0.917,0.083,0.5859
"Rainy wellbeing lunch hour toss-up: 
Costa Coffee or canal walk...?

Canal walk it is 😊 https://t.co/MgyzdLZ46E","Rainy wellbeing lunch hour toss-up: 
Costa Coffee or canal walk...?

Canal walk it is 😊 ",Rainy wellbein  lunch hour toss up   Costa Coffee or canal walk      Canal walk it is   ,Rainy wellbein  lunch hour toss up   Costa Coffee or canal walk      Canal walk it is   ,Rainy wellbein  lunch hour toss up   Costa Coffee or canal walk      Canal walk it is   ,Rainy wellbein lunch hour toss Costa Coffee canal walk Canal walk,Rainy wellbein lunch hour toss Costa Coffee canal walk Canal walk,0.0,0.0,negative,0.115,0.885,0.0,-0.0772
"@HSTSKaczynski @sonyPlaytation I'm joking I like coffee, I always get coffee put into the costa coolers","  I'm joking I like coffee, I always get coffee put into the costa coolers",  I m jokin  I like coffee  I always  et coffee put into the costa coolers,  I m jokin  I like coffee  I always  et coffee put into the costa coolers,  I m jokin  I like coffee  I always  et coffee put into the costa coolers,I jokin I like coffee I always et coffee put costa coolers,I jokin I like coffee I always et coffee put costa coolers,0.0,0.0,positive,0.0,0.762,0.238,0.3612
@HSTSKaczynski @sonyPlaytation true coffee sucks but costa coolers r kinda goated,  true coffee sucks but costa coolers r kinda goated,  true coffee sucks but costa coolers r kinda  oated,  true coffee sucks but costa coolers r kinda  oated,  true coffee sucks but costa coolers r kinda  oated,true coffee sucks costa coolers r kinda oated,true coffee sucks costa coolers r kinda oated,0.024999999999999994,0.475,positive,0.243,0.485,0.272,0.0772
@sonyPlaytation @HSTSKaczynski costa coffee better,  costa coffee better,  costa coffee better,  costa coffee better,  costa coffee better,costa coffee better,costa coffee better,0.5,0.5,positive,0.0,0.408,0.592,0.4404
やっぱり体調悪いから家でゆっくりすることにするわあ。ロンドン最終日なのに残念😭近所にCosta coffee café あるから行ってみるわ。,やっぱり体調悪いから家でゆっくりすることにするわあ。ロンドン最終日なのに残念😭近所にCosta coffee café あるから行ってみるわ。,やっぱり体調悪いから家でゆっくりすることにするわあ ロンドン最終日なのに残念 近所にCosta coffee café あるから行ってみるわ ,  Costa coffee caf  ,  Costa coffee caf  ,Costa coffee caf,Costa coffee caf,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Tassimo Costa Cappuccino Coffee Pods - 10 Packs (80 Drinks) #Amazon🇬🇧
https://t.co/tmzI6pf7o7","Tassimo Costa Cappuccino Coffee Pods - 10 Packs (80 Drinks) 🇬🇧
",Tassimo Costa Cappuccino Coffee Pods   10 Packs  80 Drinks     ,Tassimo Costa Cappuccino Coffee Pods    Packs   Drinks     ,Tassimo Costa Cappuccino Coffee Pods    Packs   Drinks     ,Tassimo Costa Cappuccino Coffee Pods Packs Drinks,Tassimo Costa Cappuccino Coffee Pods Packs Drinks,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@manueloureiro2 O que vai salvar Portugal: legalizar coffee shops (como na Holanda)  + legalização do jogo (maioria da Europa) e legalizar prostituição (Holanda novamente).
Imagina a linha da costa da Nazaré, só em construção: Casino, coffe shop, bordel, sol e praia. Em repeat.  😆😆"," O que vai salvar Portugal: legalizar coffee shops (como na Holanda)  + legalização do jogo (maioria da Europa) e legalizar prostituição (Holanda novamente).
Imagina a linha da costa da Nazaré, só em construção: Casino, coffe shop, bordel, sol e praia. Em repeat.  😆😆", O que vai salvar Portu al  le alizar coffee shops  como na Holanda     le alização do jo o  maioria da Europa  e le alizar prostituição  Holanda novamente   Ima ina a linha da costa da Nazaré  só em construção  Casino  coffe shop  bordel  sol e praia  Em repeat     , O que vai salvar Portu al  le alizar coffee shops  como na Holanda     le alizao do jo o  maioria da Europa  e le alizar prostituio  Holanda novamente   Ima ina a linha da costa da Nazar  s em construo  Casino  coffe shop  bordel  sol e praia  Em repeat     , O que vai salvar Portu al  le alizar coffee shops  como na Holanda     le alizao do jo o  maioria da Europa  e le alizar prostituio  Holanda novamente   Ima ina a linha da costa da Nazar  s em construo  Casino  coffe shop  bordel  sol e praia  Em repeat     ,O que vai salvar Portu al le alizar coffee shops como na Holanda le alizao jo maioria da Europa e le alizar prostituio Holanda novamente Ima ina linha da costa da Nazar em construo Casino coffe shop bordel sol e praia Em repeat,O que vai salvar Portu al le alizar coffee shops como na Holanda le alizao jo maioria da Europa e le alizar prostituio Holanda novamente Ima ina linha da costa da Nazar em construo Casino coffe shop bordel sol e praia Em repeat,0.0,0.0,neutral,0.0,1.0,0.0,0.0
at costa coffee rn its so banger ty for the recommendation @stupidsolace,at costa coffee rn its so banger ty for the recommendation ,at costa coffee rn its so ban er ty for the recommendation ,at costa coffee rn its so ban er ty for the recommendation ,at costa coffee rn its so ban er ty for the recommendation ,costa coffee rn ban er ty recommendation,costa coffee rn ban er ty recommendation,0.0,0.0,negative,0.321,0.446,0.232,-0.25
"@sophiadahl1 it's nuts the volume of cars in urban areas, oh, and the countryside.... the easy way to stop this is to scrap financing of cars, then 99% of you will have to walk to get your Costa Coffee rather than drive!"," it's nuts the volume of cars in urban areas, oh, and the countryside.... the easy way to stop this is to scrap financing of cars, then 99% of you will have to walk to get your Costa Coffee rather than drive!", it s nuts the volume of cars in urban areas  oh  and the countryside     the easy way to stop this is to scrap financin  of cars  then 99  of you will have to walk to  et your Costa Coffee rather than drive , it s nuts the volume of cars in urban areas  oh  and the countryside     the easy way to stop this is to scrap financin  of cars  then   of you will have to walk to  et your Costa Coffee rather than drive , it s nuts the volume of cars in urban areas  oh  and the countryside     the easy way to stop this is to scrap financin  of cars  then   of you will have to walk to  et your Costa Coffee rather than drive ,nuts volume cars urban areas oh countryside easy way stop scrap financin cars walk et Costa Coffee rather drive,nuts volume cars urban areas oh countryside easy way stop scrap financin cars walk et Costa Coffee rather drive,0.21666666666666667,0.4166666666666667,negative,0.192,0.684,0.124,-0.1531
Can't believe its now £2.45 for a tea at  Costa Coffee. Pretty sure not that long ago it was only £1. #Costarippoff,Can't believe its now £2.45 for a tea at  Costa Coffee. Pretty sure not that long ago it was only £1. ,Can t believe its now  2 45 for a tea at  Costa Coffee  Pretty sure not that lon  a o it was only  1  ,Can t believe its now    for a tea at  Costa Coffee  Pretty sure not that lon  a o it was only    ,Can t believe its now    for a tea at  Costa Coffee  Pretty sure not that lon  a o it was only    ,Can believe tea Costa Coffee Pretty sure lon,Can believe tea Costa Coffee Pretty sure lon,0.375,0.9444444444444444,positive,0.0,0.522,0.478,0.6705
"Using Costa or Starbucks as an office makes sense. Coffees are so much cheaper than rent
I have a cash flowing multi millionaire friend (who owns a ruined castle he turning into a hotel) he does not rent an office He sits with laptop and 2 iphones in a coffee shop and makes money","Using Costa or Starbucks as an office makes sense. Coffees are so much cheaper than rent
I have a cash flowing multi millionaire friend (who owns a ruined castle he turning into a hotel) he does not rent an office He sits with laptop and 2 iphones in a coffee shop and makes money",Usin  Costa or Starbucks as an office makes sense  Coffees are so much cheaper than rent I have a cash flowin  multi millionaire friend  who owns a ruined castle he turnin  into a hotel  he does not rent an office He sits with laptop and 2 iphones in a coffee shop and makes money,Usin  Costa or Starbucks as an office makes sense  Coffees are so much cheaper than rent I have a cash flowin  multi millionaire friend  who owns a ruined castle he turnin  into a hotel  he does not rent an office He sits with laptop and  iphones in a coffee shop and makes money,Usin  Costa or Starbucks as an office makes sense  Coffees are so much cheaper than rent I have a cash flowin  multi millionaire friend  who owns a ruined castle he turnin  into a hotel  he does not rent an office He sits with laptop and  iphones in a coffee shop and makes money,Usin Costa Starbucks office makes sense Coffees much cheaper rent I cash flowin multi millionaire friend owns ruined castle turnin hotel rent office He sits laptop iphones coffee shop makes money,Usin Costa Starbucks office makes sense Coffees much cheaper rent I cash flowin multi millionaire friend owns ruined castle turnin hotel rent office He sits laptop iphones coffee shop makes money,0.2,0.2,neutral,0.09,0.816,0.093,0.0258
